CASEID,YEAR,COMPWT,SEX,AGE,RACE,RELIG,RELIG16,DENOM16,PARELIG,PARELKID,MARELIG,MARELKID,SPREL,EDUC,SEI,INCOME,RINCOME,INTRHOME,COMPUSE,WEBMOB,EMAILHR,EMAILMIN,USEWWW,WWWHR,WWWMIN
44127,2004,9.20000000000000040e-01,2,68,1, 2, 2, 0,0,0,0,0, 2,12,38.0,12,12,0,0,0, -1,-1,0, -1,-1
44128,2004,9.20000000000000040e-01,1,66,1, 1, 1,10,0,0,0,0, 0,12,38.9,12, 0,0,0,0, -1,-1,0,  2, 0
44129,2004,9.20000000000000040e-01,2,28,1, 2, 2, 0,0,0,0,0, 0,17,56.6,12,12,0,1,0,  1, 0,1,  3, 0
44130,2004,4.60000000000000020e-01,1,82,1, 4, 3, 0,0,0,0,0, 0,16,76.4,12, 0,0,0,0, -1,-1,0, -1,-1
44131,2004,9.20000000000000040e-01,1,57,1, 3, 1,98,0,0,0,0, 0,16,66.1,12,12,0,1,0, 20, 0,1, 20, 0
44132,2004,9.20000000000000040e-01,1,38,1, 2, 2, 0,0,0,0,0, 0,18,63.5,12,12,0,1,0, 12, 0,1,  5, 0
44133,2004,9.20000000000000040e-01,2,45,1, 1, 1,70,0,0,0,0, 0,16,36.9,12,10,0,0,0, -1,-1,0,  6, 0
44134,2004,4.60000000000000020e-01,1,88,1, 2, 2, 0,0,0,0,0, 0,12,32.9,10, 0,0,2,0, -1,-1,0, -1,-1
44135,2004,9.20000000000000040e-01,1,52,1, 2, 2, 0,0,0,0,0, 2,18,54.5,12, 0,0,0,0, -1,-1,0, 10, 0
44136,2004,1.84000000000000008e+00,1,47,1, 1, 1,18,0,0,0,0, 0,15,53.7,12,12,0,0,0, -1,-1,0, -1,-1
44137,2004,9.20000000000000040e-01,2,34,1, 2, 2, 0,0,0,0,0, 1,12,33.3,12, 0,0,0,0, -1,-1,0,  1, 0
44138,2004,9.20000000000000040e-01,1,50,1, 4, 2, 0,0,0,0,0, 4,20,63.5,12,12,0,0,0, -1,-1,0,  8, 0
44139,2004,2.29999999999999982e+00,1,44,1, 1, 1,60,0,0,0,0, 0,13,37.8,12,12,0,0,0, -1,-1,0,  1, 0
44140,2004,4.60000000000000020e-01,2,81,1, 1, 1,22,0,0,0,0, 0,16,78.5,98, 0,0,0,0, -1,-1,0, -1,-1
44141,2004,9.20000000000000040e-01,1,66,1, 2, 2, 0,0,0,0,0, 0,17,78.5,12,12,0,1,0,  2, 0,1,  2, 0
44142,2004,9.20000000000000040e-01,2,44,1, 2, 2, 0,0,0,0,0, 2,18,71.6,12, 0,0,0,0, -1,-1,0, 10, 0
44143,2004,9.20000000000000040e-01,2,67,1, 2, 2, 0,0,0,0,0, 0,14,30.8,12,12,0,0,0, -1,-1,0, -1,-1
44144,2004,9.20000000000000040e-01,2,46,1, 2, 2, 0,0,0,0,0, 0,14,36.9,12, 3,0,1,0,  1, 0,1,  1, 0
44145,2004,9.20000000000000040e-01,1,56,1, 2, 2, 0,0,0,0,0, 0,11,32.7,12,12,0,0,0, -1,-1,0,  1, 0
44146,2004,1.84000000000000008e+00,1,25,1, 4, 2, 0,0,0,0,0, 0,12,86.6,12, 9,0,1,0,  1, 0,1,  3, 0
44147,2004,1.84000000000000008e+00,2,41,1, 8, 2, 0,0,0,0,0, 0,14,29.3,12,12,0,0,0, -1,-1,0, -1,-1
44148,2004,3.66999999999999993e+00,2,18,1, 4, 4, 0,0,0,0,0, 0,11,-1.0,98, 0,0,1,0,  0,10,1,  1, 0
44149,2004,4.60000000000000020e-01,1,59,1, 2, 2, 0,0,0,0,0, 0,12,34.3,12,12,0,0,0, -1,-1,0, -1,-1
44150,2004,9.20000000000000040e-01,1,33,1, 3, 3, 0,0,0,0,0, 3,16,-1.0,13, 0,0,0,0, -1,-1,0, -1,-1
44151,2004,4.60000000000000020e-01,1,25,2, 1, 1,18,0,0,0,0, 0,14,48.9,12,12,0,0,0, -1,-1,0,  4, 0
44152,2004,4.60000000000000020e-01,2,59,1, 2, 1,22,0,0,0,0, 0,13,54.2,12,12,0,0,0, -1,-1,0, -1,-1
44153,2004,9.20000000000000040e-01,2,22,2, 1, 1,18,0,0,0,0, 0,10,-1.0,12, 0,0,0,0, -1,-1,0,  1, 0
44154,2004,9.20000000000000040e-01,2,30,1, 2, 2, 0,0,0,0,0, 0,16,43.6,10,10,0,0,0, -1,-1,0,  7, 0
44155,2004,9.20000000000000040e-01,2,38,2, 1, 1,15,0,0,0,0, 0,14,29.8, 9, 9,0,2,0, -1,-1,0, -1,-1
44156,2004,4.60000000000000020e-01,2,45,1, 1, 1,38,0,0,0,0, 0,12,38.4,10,10,0,0,0, -1,-1,0, -1,-1
44157,2004,9.20000000000000040e-01,2,89,1, 1, 1,32,0,0,0,0, 0,12,33.1,12, 0,0,0,0, -1,-1,0, -1,-1
44158,2004,4.60000000000000020e-01,1,66,1, 1, 1,40,0,0,0,0, 0,16,65.8,12, 0,0,2,0, -1,-1,0, -1,-1
44159,2004,1.84000000000000008e+00,1,35,1, 3, 3, 0,0,0,0,0, 0,16,32.4,12,12,0,0,0, -1,-1,0,  1, 0
44160,2004,9.20000000000000040e-01,1,28,1, 2, 2, 0,0,0,0,0, 0,19,92.3,12,12,0,1,0,  3, 0,1,  7, 0
44161,2004,9.20000000000000040e-01,1,45,1, 1, 2, 0,0,0,0,0, 0,18,81.0,12,12,0,0,0, -1,-1,0,  4, 0
44162,2004,1.84000000000000008e+00,2,28,1, 4, 4, 0,0,0,0,0, 0,16,63.5,12,12,0,0,0, -1,-1,0,  1, 0
44163,2004,1.84000000000000008e+00,2,33,1, 4, 2, 0,0,0,0,0, 0, 3,29.0,12, 4,0,1,0,  0,20,1,  1, 0
44164,2004,4.60000000000000020e-01,2,45,2, 1, 1,18,0,0,0,0, 0,16,-1.0, 9, 0,0,0,0, -1,-1,0, -1,-1
44165,2004,9.20000000000000040e-01,1,40,2, 4, 1,18,0,0,0,0, 0,14,52.4,12,12,0,0,0, -1,-1,0,  4, 0
44166,2004,4.60000000000000020e-01,2,36,2, 1, 1,18,0,0,0,0, 0,14,43.7,12,12,0,1,0, -1,-1,1,999,99
44167,2004,4.60000000000000020e-01,2,45,2, 1, 1,18,0,0,0,0, 0,16,73.2,12,12,0,0,0, -1,-1,0,998,98
44168,2004,9.20000000000000040e-01,2,61,1,10, 1,60,0,0,0,0, 0,14,51.9,11,11,0,2,0, -1,-1,0, -1,-1
44169,2004,9.20000000000000040e-01,2,73,1, 1, 1,50,0,0,0,0, 0,13,74.0, 9, 0,0,2,0, -1,-1,0, -1,-1
44170,2004,9.20000000000000040e-01,2,59,1, 3, 3, 0,0,0,0,0, 0,20,97.2,12,12,0,1,0,  1, 0,1, 10, 0
44171,2004,1.84000000000000008e+00,1,67,1, 4, 1,28,0,0,0,0, 4,17,38.9,12,12,0,0,0, -1,-1,0,  2, 0
44172,2004,1.84000000000000008e+00,2,30,3, 8, 9, 0,0,0,0,0, 0,14,38.9,12, 0,0,1,0,  1, 0,1,  2, 0
44173,2004,9.20000000000000040e-01,1,56,1, 3, 3, 0,0,0,0,0, 0,14,64.1,12,12,0,1,0,  2, 0,1,  1, 0
44174,2004,9.20000000000000040e-01,2,80,1, 3, 3, 0,0,0,0,0, 0,13,38.4,12, 0,0,1,0,  5, 0,1,  3, 0
44175,2004,1.37999999999999989e+00,2,45,2, 1, 1,18,0,0,0,0, 0,13,-1.0,12, 0,0,0,0, -1,-1,0, -1,-1
44176,2004,1.37999999999999989e+00,2,19,1, 2, 2, 0,0,0,0,0, 0,12,37.7,98, 2,0,1,0,  1, 0,1,  1, 0
44177,2004,9.20000000000000040e-01,2,43,1, 4, 2, 0,0,0,0,0, 0, 8,33.1, 1, 0,0,0,0, -1,-1,0,  1, 0
44178,2004,4.60000000000000020e-01,2,36,1, 4, 2, 0,0,0,0,0, 0,14,29.6,10,10,0,0,0, -1,-1,0, -1,-1
44179,2004,9.20000000000000040e-01,1,61,1, 4, 1,30,0,0,0,0, 1,14,53.2,12,12,0,0,0, -1,-1,0,  5, 0
44180,2004,4.60000000000000020e-01,1,44,1, 2, 2, 0,0,0,0,0, 0,14,50.7,12,12,0,0,0, -1,-1,0, -1,-1
44181,2004,9.20000000000000040e-01,2,80,1, 2, 2, 0,0,0,0,0, 0,12,-1.0, 8, 0,0,0,0, -1,-1,0, -1,-1
44182,2004,9.20000000000000040e-01,1,33,1, 4, 4, 0,0,0,0,0,99,17,64.1,12,12,0,0,0, -1,-1,0,  1, 0
44183,2004,9.20000000000000040e-01,2,19,1, 2, 2, 0,0,0,0,0, 0,15,33.1, 2, 2,0,1,0,  4, 0,1, 10, 0
44184,2004,9.20000000000000040e-01,1,40,1, 2, 2, 0,0,0,0,0, 0,12,33.9,11,11,0,1,0,  0,30,1,  0,30
44185,2004,4.60000000000000020e-01,2,34,1, 2, 2, 0,0,0,0,0, 0,15,21.2, 9, 9,0,1,0,  5, 0,1,  1, 0
44186,2004,9.20000000000000040e-01,1,56,2, 1, 1,18,0,0,0,0, 0,13,28.4, 1, 0,0,2,0, -1,-1,0, -1,-1
44187,2004,2.75999999999999979e+00,2,45,2, 1, 1,60,0,0,0,0, 0,11,29.3,12, 0,0,2,0, -1,-1,0, -1,-1
44188,2004,4.60000000000000020e-01,2,33,2, 4, 4, 0,0,0,0,0, 0,13,50.7,10, 0,0,1,0,  1, 0,1,  2, 0
44189,2004,9.20000000000000040e-01,2,26,2,11,11,70,0,0,0,0, 0,12,26.7, 9, 0,0,0,0, -1,-1,0,  0,30
44190,2004,4.60000000000000020e-01,1,69,2, 1, 1,18,0,0,0,0, 0, 7,29.5,98, 0,0,2,0, -1,-1,0, -1,-1
44191,2004,9.20000000000000040e-01,1,48,2, 1, 1,60,0,0,0,0, 0,11,56.5,13,13,0,0,0, -1,-1,0, -1,-1
44192,2004,9.20000000000000040e-01,2,39,2, 1, 1,10,0,0,0,0, 0,14,29.8,12,11,0,0,0, -1,-1,0, -1,-1
44193,2004,9.20000000000000040e-01,2,32,2,99,99,99,0,0,0,0, 0,16,54.7, 5, 5,0,0,0, -1,-1,0, -1,-1
44194,2004,4.60000000000000020e-01,2,44,2, 1, 1,18,0,0,0,0, 0,11,43.7, 6, 0,0,0,0, -1,-1,0, -1,-1
44195,2004,1.37999999999999989e+00,1,21,2, 1, 1,18,0,0,0,0, 0,12,28.4, 6, 3,0,0,0, -1,-1,0, -1,-1
44196,2004,4.60000000000000020e-01,2,22,2, 1, 1,60,0,0,0,0, 0,13,73.2,98,98,0,0,0, -1,-1,0, -1,-1
44197,2004,4.60000000000000020e-01,2,63,2, 1, 1,18,0,0,0,0, 0,10,33.1, 2, 0,0,0,0, -1,-1,0, -1,-1
44198,2004,4.60000000000000020e-01,2,20,2, 4,98, 0,0,0,0,0, 0,12,-1.0,98, 0,0,0,0, -1,-1,0, -1,-1
44199,2004,4.60000000000000020e-01,2,21,2, 1, 1,60,0,0,0,0, 0,12,33.1, 2, 0,0,2,0, -1,-1,0, -1,-1
44200,2004,4.60000000000000020e-01,2,30,2, 1, 1,70,0,0,0,0, 0,11,33.1, 7, 0,0,2,0, -1,-1,0, -1,-1
44201,2004,9.20000000000000040e-01,2,45,1, 1, 1,50,0,0,0,0, 4,14,51.9,12,12,0,0,0, -1,-1,0,  1, 0
44202,2004,8.80000000000000004e-01,1,43,1,99,99,99,0,0,0,0, 0,12,28.6,13,13,0,2,0, -1,-1,0, -1,-1
44203,2004,9.20000000000000040e-01,2,43,1, 1, 1,35,0,0,0,0, 4,14,65.8,12, 2,0,0,0, -1,-1,0, 10, 0
44204,2004,9.20000000000000040e-01,1,23,1, 2, 2, 0,0,0,0,0, 0,14,34.3,12,12,0,0,0, -1,-1,0,  2, 0
44205,2004,4.60000000000000020e-01,2,57,1, 1, 1,32,0,0,0,0, 0,15,36.5,10,10,0,0,0, -1,-1,0, 10, 0
44206,2004,4.60000000000000020e-01,2,75,1, 1, 4, 0,0,0,0,0, 0,12,-1.0, 9, 0,0,0,0, -1,-1,0, -1,-1
44207,2004,9.20000000000000040e-01,2,22,3, 9, 9, 0,0,0,0,0, 0,14,33.1,11,10,0,0,0, -1,-1,0,  6, 0
44208,2004,1.11000000000000010e+00,2,33,3, 2, 2, 0,0,0,0,0, 0,16,73.2,13,98,0,9,0,999,99,9,999,99
44209,2004,9.20000000000000040e-01,1,27,1, 1, 1,70,0,0,0,0, 0,14,64.1,12,12,0,0,0, -1,-1,0,  1, 0
44210,2004,9.20000000000000040e-01,1,19,2, 1, 4, 0,0,0,0,0, 0,11,-1.0, 4,99,0,2,0, -1,-1,0, -1,-1
44211,2004,1.84000000000000008e+00,2,20,2, 4, 4, 0,0,0,0,0, 0, 8,-1.0,98, 0,0,0,0, -1,-1,0, -1,-1
44212,2004,4.60000000000000020e-01,2,44,2, 1, 1,18,0,0,0,0, 0,14,32.0, 4, 0,0,0,0, -1,-1,0, -1,-1
44213,2004,4.60000000000000020e-01,2,33,2, 2, 1,60,0,0,0,0, 0,14,29.3, 9, 9,0,1,0,  0,45,1,  3, 0
44214,2004,9.20000000000000040e-01,2,40,2, 1, 1,10,0,0,0,0, 0,12,50.7,10,10,0,0,0, -1,-1,0, -1,-1
44215,2004,9.20000000000000040e-01,2,20,2, 1, 1,18,0,0,0,0, 0,14,68.1,12,11,0,0,0, -1,-1,0, 40, 0
44216,2004,1.37999999999999989e+00,2,19,2, 1, 1,18,0,0,0,0, 0,13,38.9,12, 5,0,0,0, -1,-1,0,  3, 0
44217,2004,9.20000000000000040e-01,2,76,2, 1, 1,13,0,0,0,0, 0, 8,50.5,12, 0,0,1,0,  0,30,1,  0,30
44218,2004,9.20000000000000040e-01,1,22,2, 1, 1,18,0,0,0,0, 0,12,22.5,98,98,0,0,0, -1,-1,0, -1,-1
44219,2004,4.60000000000000020e-01,1,40,2, 1, 1,60,0,0,0,0, 0,16,62.1,13,13,0,0,0, -1,-1,0,  1, 0
44220,2004,9.20000000000000040e-01,2,33,2,13,13, 0,0,0,0,0, 0,16,63.2,12,12,0,1,0, 10, 0,1,  5, 0
44221,2004,1.37999999999999989e+00,2,24,2, 1, 1,60,0,0,0,0, 0,15,63.5,12,12,0,1,0, 25, 0,1, 30, 0
44222,2004,4.60000000000000020e-01,2,64,2, 1, 1,20,0,0,0,0, 0,14,31.4,11, 0,0,0,0, -1,-1,0, -1,-1
44223,2004,9.20000000000000040e-01,2,47,1, 3, 3, 0,0,0,0,0, 0,18,50.7,12,12,0,1,0,  3, 0,1,  3, 0
44224,2004,9.20000000000000040e-01,2,42,1, 2, 2, 0,0,0,0,0, 2,15,45.4,12,12,0,0,0, -1,-1,0,  0,10
44225,2004,9.20000000000000040e-01,1,19,1, 2, 2, 0,0,0,0,0, 0,11,27.5,10,10,0,0,0, -1,-1,0, -1,-1
44226,2004,4.60000000000000020e-01,1,56,1, 2, 2, 0,0,0,0,0, 0, 0,53.3,98,98,0,0,0, -1,-1,0, 30, 0
44227,2004,9.20000000000000040e-01,2,44,1, 2, 2, 0,0,0,0,0, 2,18,-1.0,13, 0,0,0,0, -1,-1,0,  1, 0
44228,2004,1.37999999999999989e+00,2,40,1, 2, 2, 0,0,0,0,0, 0,14,30.5,12, 9,0,0,0, -1,-1,0, -1,-1
44229,2004,9.20000000000000040e-01,2,62,1, 2, 2, 0,0,0,0,0, 2,14,-1.0,12, 0,0,0,0, -1,-1,0,  1, 0
44230,2004,9.20000000000000040e-01,1,49,1, 2, 2, 0,0,0,0,0, 0,16,63.5,12, 0,0,0,0, -1,-1,0,  8, 0
44231,2004,4.60000000000000020e-01,1,34,3, 4, 4, 0,0,0,0,0, 4,16,63.5,13,98,0,0,0, -1,-1,0, 10, 0
44232,2004,4.60000000000000020e-01,1,47,1, 2, 2, 0,0,0,0,0, 0,18,62.5,12,12,0,1,0,  1, 0,1,  2, 0
44233,2004,9.20000000000000040e-01,1,99,3, 7, 4, 0,0,0,0,0, 0,18,86.0,12, 0,0,1,0,  8, 0,1,  8, 0
44234,2004,4.60000000000000020e-01,1,23,3, 2, 2, 0,0,0,0,0, 0,11,26.7,12,12,0,0,0, -1,-1,0, -1,-1
44235,2004,4.60000000000000020e-01,1,22,1, 1, 1,60,0,0,0,0, 0, 9,63.5,10,10,0,0,0, -1,-1,0, -1,-1
44236,2004,9.20000000000000040e-01,1,27,1, 4, 4, 0,0,0,0,0, 4,12,29.0,12, 0,0,0,0, -1,-1,0,  0, 1
44237,2004,9.20000000000000040e-01,1,34,1, 2, 2, 0,0,0,0,0, 0,16,83.7,98,98,0,1,0, 10, 0,1, 20, 0
44238,2004,1.84000000000000008e+00,2,38,1, 1, 1,14,0,0,0,0, 0,13,53.3,98,13,0,1,0, 15, 0,1,  2, 0
44239,2004,4.60000000000000020e-01,2,79,1, 1, 1,60,0,0,0,0, 0,11,-1.0,98, 0,0,0,0, -1,-1,0, -1,-1
44240,2004,4.60000000000000020e-01,2,47,1, 5, 5, 0,0,0,0,0, 0,16,76.4,98,98,0,1,0,998,98,1,999,99
44241,2004,9.20000000000000040e-01,2,46,1, 1, 4, 0,0,0,0,0, 1,12,26.4,12, 0,0,0,0, -1,-1,0,  1, 0
44242,2004,9.20000000000000040e-01,2,31,1, 1, 1,14,0,0,0,0, 0,12,62.1,12,12,0,1,0, 20, 0,1,  2, 0
44243,2004,9.20000000000000040e-01,1,34,1, 1, 1,18,0,0,0,0, 0,16,66.1,98,98,0,1,0, 25, 0,1, 25, 0
44244,2004,9.20000000000000040e-01,1,25,1, 1, 1,70,0,0,0,0, 0,17,78.5,12,12,0,0,0, -1,-1,0,  5, 0
44245,2004,1.37999999999999989e+00,1,40,1, 1, 1,60,0,0,0,0, 1,16,74.9,12,12,0,0,0, -1,-1,0,  4, 0
44246,2004,9.20000000000000040e-01,2,99,2, 1, 1,13,0,0,0,0, 1,12,26.7,98, 0,0,0,0, -1,-1,0, -1,-1
44247,2004,1.84000000000000008e+00,2,33,1, 1, 2, 0,0,0,0,0, 4,17,78.5,12,12,0,0,0, -1,-1,0,  7, 0
44248,2004,9.20000000000000040e-01,1,30,1, 1, 1,14,0,0,0,0, 0,15,50.5,12, 0,0,0,0, -1,-1,0,  6, 0
44249,2004,9.20000000000000040e-01,2,57,1, 1, 1,22,0,0,0,0, 0,18,85.1,12,12,0,0,0, -1,-1,0,  7, 0
44250,2004,9.20000000000000040e-01,1,49,1, 4, 9, 0,0,0,0,0, 0,16,63.5,12,12,0,0,0, -1,-1,0,  6, 0
44251,2004,9.20000000000000040e-01,1,44,2, 1, 1,18,0,0,0,0, 0,13,31.5,12,12,0,0,0, -1,-1,0, -1,-1
44252,2004,1.84000000000000008e+00,1,34,1, 1, 1,70,0,0,0,0, 0,15,63.5,12,12,0,0,0, -1,-1,0,  1, 0
44253,2004,9.20000000000000040e-01,1,31,1, 4, 2, 0,0,0,0,0, 0,16,75.2,12,12,0,2,0, -1,-1,0, -1,-1
44254,2004,9.20000000000000040e-01,2,45,1, 1, 1,70,0,0,0,0, 0,14,33.1,12, 9,0,1,0,  0,15,1,  0,15
44255,2004,9.20000000000000040e-01,1,31,2, 1, 1,14,0,0,0,0, 1,14,53.9,12,12,0,0,0, -1,-1,0,  0,30
44256,2004,9.20000000000000040e-01,1,28,1, 1, 1,14,0,0,0,0, 1,10,34.2,12,12,0,0,0, -1,-1,0,  1, 0
44257,2004,9.20000000000000040e-01,1,34,2, 4, 1,60,0,0,0,0, 0,14,-1.0,13,13,0,0,0, -1,-1,0,  5, 0
44258,2004,9.20000000000000040e-01,2,30,2, 1, 1,60,0,0,0,0, 0,15,31.4,12,12,0,1,0,  0,30,1,  2, 0
44259,2004,3.66999999999999993e+00,2,19,2, 1, 1,18,0,0,0,0, 0,13,85.1,98, 5,0,1,0,  0,30,1,  1, 0
44260,2004,9.20000000000000040e-01,1,29,1, 1, 1,43,0,0,0,0, 1,16,80.3,12,12,0,0,0, -1,-1,0,  1, 0
44261,2004,9.20000000000000040e-01,1,33,1, 1, 1,14,0,0,0,0, 0,16,32.3,12,12,0,0,0, -1,-1,0,  1, 0
44262,2004,9.20000000000000040e-01,1,31,1, 4, 1,38,0,0,0,0, 0,12,63.5,12,12,0,1,0, 25, 0,1, 10, 0
44263,2004,9.20000000000000040e-01,1,28,1, 1, 2, 0,0,0,0,0, 0,16,76.3,12,12,0,0,0, -1,-1,0, 10, 0
44264,2004,9.20000000000000040e-01,1,38,2, 1, 1,14,0,0,0,0, 0,13,90.3,98, 0,0,0,0, -1,-1,0,  5, 0
44265,2004,9.20000000000000040e-01,2,30,2, 1, 1,60,0,0,0,0, 0,16,29.3,12, 9,0,1,0,  2, 0,1,  3, 0
44266,2004,4.60000000000000020e-01,1,50,1, 1, 1,60,0,0,0,0, 0,20,64.4,12,12,0,1,0, 10, 0,1,  5, 0
44267,2004,9.20000000000000040e-01,1,24,1, 1, 1,14,0,0,0,0, 0,16,-1.0,12,99,0,1,0,  2, 0,1,  0,30
44268,2004,9.20000000000000040e-01,1,49,1, 1, 4, 0,0,0,0,0, 0,13,39.0,98, 0,0,0,0, -1,-1,0,  3, 0
44269,2004,1.37999999999999989e+00,1,38,1, 4, 1,18,0,0,0,0, 0,12,26.4,98,98,0,0,0, -1,-1,0,  2, 0
44270,2004,1.84000000000000008e+00,1,44,1, 1, 2, 0,0,0,0,0, 0,14,49.6,12,12,0,1,0, 28, 0,1,  6, 0
44271,2004,4.60000000000000020e-01,1,45,1, 4, 1,18,0,0,0,0, 0,12,63.5,12,12,0,0,0, -1,-1,0,  5, 0
44272,2004,1.37999999999999989e+00,2,38,1, 4, 2, 0,0,0,0,0, 0,12,38.0,98,98,0,0,0, -1,-1,0,  2, 0
44273,2004,9.20000000000000040e-01,2,79,1, 1, 1,14,0,0,0,0, 0,12,38.4,98, 0,0,0,0, -1,-1,0, -1,-1
44274,2004,9.20000000000000040e-01,1,63,1, 1, 1,14,0,0,0,0, 1,10,63.5,12,12,0,0,0, -1,-1,0, -1,-1
44275,2004,9.20000000000000040e-01,2,33,1, 2, 2, 0,0,0,0,0, 0, 7,38.0,10, 9,0,1,0,  0, 5,2, -1,-1
44276,2004,4.60000000000000020e-01,1,32,1, 4, 4, 0,0,0,0,0, 0,11,32.4, 1,98,0,0,0, -1,-1,0, -1,-1
44277,2004,9.20000000000000040e-01,1,27,1, 2, 2, 0,0,0,0,0, 0, 9,33.3,98,98,0,2,0, -1,-1,0, -1,-1
44278,2004,9.20000000000000040e-01,1,45,1, 4, 2, 0,0,0,0,0, 0,11,30.0,12,12,0,2,0, -1,-1,0, -1,-1
44279,2004,1.84000000000000008e+00,1,28,1, 4, 2, 0,0,0,0,0, 0,11,31.7,98,98,0,0,0, -1,-1,0, -1,-1
44280,2004,1.37999999999999989e+00,1,49,1, 1, 4, 0,0,0,0,0, 0,16,73.9,98,98,0,0,0, -1,-1,0,  1, 0
44281,2004,4.60000000000000020e-01,1,62,1, 2, 2, 0,0,0,0,0, 0,14,86.6, 9, 0,0,0,0, -1,-1,0, 40, 0
44282,2004,9.20000000000000040e-01,1,30,1, 2, 2, 0,0,0,0,0, 2,14,63.5,12,12,0,0,0, -1,-1,0, 20, 0
44283,2004,4.60000000000000020e-01,1,59,2, 1, 1,12,0,0,0,0, 0,18,43.3,12,12,0,0,0, -1,-1,0, 10, 0
44284,2004,9.20000000000000040e-01,1,23,1, 4, 4, 0,0,0,0,0,13,14,63.5,12,12,0,0,0, -1,-1,0,  5, 0
44285,2004,9.20000000000000040e-01,2,44,2, 1, 1,60,0,0,0,0, 0,12,50.5,12,12,0,1,0,  3, 0,1,  5, 0
44286,2004,4.60000000000000020e-01,1,38,1, 2, 2, 0,0,0,0,0, 0, 6,32.3,12,12,0,0,0, -1,-1,0, -1,-1
44287,2004,4.60000000000000020e-01,1,28,1, 4, 4, 0,0,0,0,0, 0,12,73.6,12,12,0,1,0, -1,-1,1,999,99
44288,2004,4.60000000000000020e-01,1,50,1, 8, 1,30,0,0,0,0, 0,12,63.5,12,12,0,1,0,  4, 0,1,  4, 0
44289,2004,1.37999999999999989e+00,1,33,2, 1, 1,14,0,0,0,0, 0,12,37.3, 9, 0,0,0,0, -1,-1,0, -1,-1
44290,2004,1.37999999999999989e+00,2,40,1, 1, 1,18,0,0,0,0, 1,12,34.3,12,12,0,0,0, -1,-1,0, 20, 0
44291,2004,4.60000000000000020e-01,1,26,3, 2, 2, 0,0,0,0,0, 0,16,48.5, 1,10,0,1,0,  3, 0,2, -1,-1
44292,2004,9.20000000000000040e-01,2,34,1, 1, 1,38,0,0,0,0, 4,18,67.0,12,12,0,0,0, -1,-1,0, -1,-1
44293,2004,4.60000000000000020e-01,1,24,1, 4,10, 0,0,0,0,0, 0,16,68.1, 3, 2,0,1,0,  8, 0,1,  2, 0
44294,2004,1.84000000000000008e+00,2,28,1, 2, 2, 0,0,0,0,0, 1,16,63.5,12,12,0,0,0, -1,-1,0, 14, 0
44295,2004,9.20000000000000040e-01,1,48,3, 4, 2, 0,0,0,0,0, 2,14,32.4,12,12,0,0,0, -1,-1,0, -1,-1
44296,2004,2.75999999999999979e+00,1,26,1, 5, 5, 0,0,0,0,0, 0,16,92.3,12,12,0,0,0, -1,-1,0, 10, 0
44297,2004,4.60000000000000020e-01,1,64,2, 1, 1,22,0,0,0,0, 0, 9,29.8,12, 1,0,2,0, -1,-1,0, -1,-1
44298,2004,9.20000000000000040e-01,2,41,2, 4, 1,11,0,0,0,0, 0,12,33.1, 3, 3,0,0,0, -1,-1,0, -1,-1
44299,2004,4.60000000000000020e-01,1,37,2, 4, 1,14,0,0,0,0, 0,15,60.6,12,12,0,0,0, -1,-1,0,  6, 0
44300,2004,9.20000000000000040e-01,2,28,2, 2, 1,20,0,0,0,0, 2,13,67.0,12,12,0,0,0, -1,-1,0, 25, 0
44301,2004,9.20000000000000040e-01,2,57,2, 1, 1,20,0,0,0,0, 0,16,78.5,12,12,0,0,0, -1,-1,0,  2, 0
44302,2004,9.20000000000000040e-01,2,59,2, 1, 1,15,0,0,0,0, 0,16,76.4,12,12,0,1,0,  9, 0,1,  5, 0
44303,2004,9.20000000000000040e-01,2,64,1, 1, 1,22,0,0,0,0, 0,18,63.2, 9, 1,0,0,0, -1,-1,0, -1,-1
44304,2004,9.20000000000000040e-01,1,32,1, 1, 1,10,0,0,0,0, 0,15,64.1,12,12,0,0,0, -1,-1,0, -1,-1
44305,2004,9.20000000000000040e-01,1,40,1, 1, 1,18,0,0,0,0, 1,16,73.6,12,12,0,0,0, -1,-1,0,  5, 0
44306,2004,9.20000000000000040e-01,1,66,1, 1, 2, 0,0,0,0,0, 0,14,82.7,12, 0,0,0,0, -1,-1,0, -1,-1
44307,2004,4.60000000000000020e-01,1,28,1, 1, 1,14,0,0,0,0, 0,16,78.5,12,12,0,0,0, -1,-1,0,  1, 0
44308,2004,1.84000000000000008e+00,2,42,3, 1, 4, 0,0,0,0,0, 0,16,83.7,12,12,0,1,0,  5, 0,1, 20, 0
44309,2004,9.20000000000000040e-01,1,41,1, 1, 2, 0,0,0,0,0, 0,16,83.7,13,13,0,1,0,  2, 0,1,  2, 0
44310,2004,1.84000000000000008e+00,1,28,1, 1, 1,60,0,0,0,0, 1,19,92.3,12,12,0,0,0, -1,-1,0, 10, 0
44311,2004,9.20000000000000040e-01,1,50,1, 1, 1,22,0,0,0,0, 3,20,69.7,12,12,0,0,0, -1,-1,0,  0, 5
44312,2004,9.20000000000000040e-01,1,39,3, 4, 4, 0,0,0,0,0, 4,18,63.5,10, 9,0,0,0, -1,-1,0, 15, 0
44313,2004,9.20000000000000040e-01,1,37,1, 1, 4, 0,0,0,0,0, 0,16,50.5,12,12,0,1,0, 20, 0,1, 10, 0
