CASEID,YEAR,COMPWT,AGE,RACE,SEX,BORN,PARBORN,GRANBORN,CHILDS,RELIG,DENOM,OTHER,FUND,RELIG16,DENOM16,OTH16,FUND16,PARELIG,PADEN,PAOTH,PAATTEND,PAFUND,PARELKID,PADENKID,MARELIG,MADEN,MAOTH,MAATTEND,MAFUND,MARELKID,MADENKID,SPREL,SPDEN,SPOTHER,SPATTEND,SPFUND,SPREL16,SPDEN16,KDYRBRN1,KDYRBRN2,KDYRBRN3,KDYRBRN4,KDYRBRN5,KDYRBRN6,KDYRBRN7,KDYRBRN8,KDYRBRN9,SWITCH1,SWITCH2,SWITCH3,SWITAGE1,SWITAGE2,SWITWHY1,SWITWHY2
22991,1988,1.06000000000000005e+00,48,1,2,1,0,0,6, 1,60, 64,1, 1,60, 64,1,4, 0,  0,0,3,0,    0,1,60, 59,0,1,0,    0, 1,60, 64,7,1,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22992,1988,1.06000000000000005e+00,72,1,2,1,0,0,4, 1,60, 58,1, 1,60, 58,1,1,60, 64,7,1,0,    0,1,60, 64,7,1,0,    0, 1,60, 64,7,1,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22993,1988,1.06000000000000005e+00,26,1,1,1,0,0,2, 1,60, 64,1, 1,60, 64,1,1,60, 59,7,1,0,    0,1,60, 59,7,1,0,    0, 1,60, 64,7,1,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22994,1988,1.06000000000000005e+00,28,1,1,1,0,0,4, 1,60, 64,1, 1,60, 64,1,1,60, 59,4,1,0,    0,1,60, 59,4,1,0,    0, 1,60, 64,7,1,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22995,1988,1.06000000000000005e+00,85,1,2,1,0,0,4, 4, 0,  0,3, 1,60, 64,1,1,60, 59,8,1,0,    0,1,60, 59,8,1,0,    0, 4, 0,  0,0,3,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,160080,     0,     0,26,-1,50, 0
22996,1988,1.06000000000000005e+00,37,1,2,1,0,0,2, 2, 0,  0,2, 1,18,  0,1,1,18,  0,7,1,0,    0,1,18,  0,7,1,0,    0, 1,31,  0,3,2,1,32,   0,   0,   0,   0,   0,   0,   0,   0,   0,200000,138000,     0,14,26,20,87
22997,1988,1.06000000000000005e+00,35,1,2,1,1,0,3, 1,48,  0,3, 2, 0,  0,2,2, 0,  0,7,2,0,    0,1,48,  0,7,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,148000,     0,     0,13,-1,35, 0
22998,1988,5.30000000000000027e-01,53,1,1,1,9, ,0, 1,41,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,200000,148000,     0, 9,99,76,50
22999,1988,1.06000000000000005e+00,24,1,2,1,0,0,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,8,2,0,    0,2, 0,  0,8,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23000,1988,1.06000000000000005e+00,70,1,2,1,0,4,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,8,2,0,    0, 4, 0,  0,0,3,1,23,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23001,1988,1.06000000000000005e+00,34,1,1,1,0,4,1, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,6,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23002,1988,1.06000000000000005e+00,49,1,1,1,0,4,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,3,2,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23003,1988,1.06000000000000005e+00,63,1,2,1,1,4,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,3,2,0,    0,2, 0,  0,3,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23004,1988,1.06000000000000005e+00,54,1,2,1,0,3,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,3,2,4, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23005,1988,1.06000000000000005e+00,40,1,2,1,0,0,2, 1,41,  0,3, 1,41,  0,3,1,41,  0,6,3,0,    0,1,41,  0,6,3,0,    0, 1,41,  0,3,3,1,41,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23006,1988,1.06000000000000005e+00,41,1,2,1,0,1,2, 1,23,  0,1, 1,60, 23,1,1,41,  0,1,3,0,    0,1,23,  0,4,1,0,    0, 1,23,  0,4,1,1,41,   0,   0,   0,   0,   0,   0,   0,   0,   0,160023,123000,     0,18,99,20,99
23007,1988,1.06000000000000005e+00,42,1,1,1,0,0,4, 1,11,  0,2, 1,41,  0,3,1,41,  0,7,3,0,    0,1,41,  0,7,3,0,    0, 1,11,  0,7,2,1,11,   0,   0,   0,   0,   0,   0,   0,   0,   0,111000,     0,     0,26,-1,10, 0
23008,1988,1.06000000000000005e+00,33,1,1,1,1,3,2, 1,60, 12,1, 1,22,  0,3,4, 0,  0,0,3,0,    0,1,22,  0,4,3,0,    0, 1,60, 12,7,1,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,200000,160012,     0,10,28,20,10
23009,1988,1.06000000000000005e+00,28,1,2,1,0,1,0, 1,22,  0,3, 1,22,  0,3,1,22,  0,0,3,0,    0,1,22,  0,7,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23010,1988,5.30000000000000027e-01,37,1,2,1,0,0,2, 1,41,  0,3, 1,41,  0,3,1,41,  0,2,3,0,    0,1,41,  0,5,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23011,1988,1.06000000000000005e+00,37,1,2,1,0,0,3, 4, 0,  0,3, 4, 0,  0,3,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0, 2, 0,  0,3,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23012,1988,1.06000000000000005e+00,41,1,1,1,0,0,1, 4, 0,  0,3, 1,22,  0,3,4, 0,  0,2,3,0,    0,1,22,  0,5,3,0,    0, 1,60, 68,0,1,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
23013,1988,1.06000000000000005e+00,28,3,2,2,8,4,1, 1,40,  0,2, 1,40,  0,2,1,40,  0,6,2,0,    0,1,40,  0,6,2,0,    0, 1,40,  0,4,2,1,40,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23014,1988,1.06000000000000005e+00,26,1,2,1,0,0,1, 1,23,  0,1, 1,23,  0,1,1,23,  0,7,1,0,    0,1,10,  0,6,1,0,    0, 1,23,  0,6,1,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23015,1988,1.06000000000000005e+00,29,1,1,1,0, ,1, 4, 0,  0,3, 4, 0,  0,3,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0, 4, 0,  0,0,3,4, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23016,1988,1.06000000000000005e+00,32,1,1,1,0,0,2, 2, 0,  0,2, 1,48,  0,3,1,48,  0,6,3,0,    0,1,48,  0,6,3,0,    0, 2, 0,  0,3,2,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0,200000,     0,     0,27,-1,17, 0
23017,1988,2.12999999999999989e+00,22,1,2,1,0,0,1, 4, 0,  0,3, 1,18,  0,1,4, 0,  0,0,3,0,    0,4, 0,  0,1,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
23018,1988,1.06000000000000005e+00,57,1,2,1,0,0,6, 1,22,  0,3, 1,22,  0,3,1,22,  0,0,3,0,    0,1,22,  0,0,3,0,    0, 1,22,  0,0,3,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23019,1988,1.59000000000000008e+00,66,1,2,1,0,0,2, 1,50,  0,3, 1,18,  0,1,1,28,  0,1,3,0,    0,1,18,  0,3,1,0,    0, 1,50,  0,3,3,1,28,   0,   0,   0,   0,   0,   0,   0,   0,   0,150000,     0,     0,21,-1,99, 0
23020,1988,5.30000000000000027e-01,68,1,2,1,0,0,4, 1,18,  0,1, 1,18,  0,1,1,18,  0,0,1,0,    0,1,18,  0,0,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23021,1988,5.30000000000000027e-01,62,1,2,1,0,0,6, 1,22,  0,3, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
23022,1988,1.06000000000000005e+00,62,1,2,1,1,4,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23023,1988,1.59000000000000008e+00,20,1,2,1,8,4,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,3,2,0,    0,2, 0,  0,3,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23024,1988,1.06000000000000005e+00,63,1,2,1,8,4,1, 1,31,  0,2, 1,31,  0,2,1,31,  0,1,2,0,    0,1,31,  0,7,2,0,    0, 1,31,  0,6,2,1,31,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23025,1988,1.59000000000000008e+00,30,1,1,1,0,0,1, 4, 0,  0,3, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
23026,1988,1.06000000000000005e+00,20,1,1,1,0,0,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,4,2,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23027,1988,5.30000000000000027e-01,89,1,1,1,0,1,5, 1,60, 40,3, 1,60, 40,3,1,60, 40,0,3,0,    0,1,60, 40,6,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23028,1988,1.06000000000000005e+00,38,1,1,1,0,1,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,2,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23029,1988,5.30000000000000027e-01,63,1,1,1,0,3,1, 1,60, 40,3, 1,60, 40,3,1,50,  0,2,3,0,    0,2, 0,  0,4,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23030,1988,1.06000000000000005e+00,44,1,1,1,0,2,4, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,4,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23031,1988,5.30000000000000027e-01,81,1,2,1,2,3,5, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,0,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23032,1988,5.30000000000000027e-01,71,1,2,1,1,2,4, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,4,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23033,1988,5.30000000000000027e-01,67,1,2,1,8,4,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23034,1988,5.30000000000000027e-01,67,1,2,1,1,3,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,3,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23035,1988,5.30000000000000027e-01,22,1,2,1,0, ,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23036,1988,5.30000000000000027e-01,74,1,1,1,8,4,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23037,1988,1.06000000000000005e+00,24,1,1,1,0, ,0, 1,70,  0,2, 1,60, 57,1,1,60, 57,8,1,0,    0,1,60, 57,8,1,0,    0, 4, 0,  0,0,3,1,70,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
23038,1988,1.06000000000000005e+00,28,1,2,1,0,2,0, 2, 0,  0,2, 1,60, 83,1,4, 0,  0,2,3,0,    0,1,60, 83,7,1,0,    0, 2, 0,  0,8,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,200000,     0,     0,17,-1,17, 0
23039,1988,1.06000000000000005e+00,75,1,2,1,8,4,3, 1,23,  0,1, 1,23,  0,1,0, 0,  0, ,0,0,    0,1,70,  0,3,2,0,    0, 1,23,  0,7,1,1,28,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23040,1988,1.06000000000000005e+00,20,1,2,1,0,0,1, 1,18,  0,1, 1,18,  0,1,4, 0,  0,0,3,0,    0,1,18,  0,2,1,0,    0, 1,60, 64,2,1,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23041,1988,1.06000000000000005e+00,69,1,1,1,0,0,4, 1,22,  0,3, 1,23,  0,1,1,28,  0,3,3,0,    0,1,28,  0,3,3,0,    0, 1,22,  0,8,3,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23042,1988,5.30000000000000027e-01,77,1,1,1,0,0,2, 4, 0,  0,3, 4, 0,  0,3,2, 0,  0,3,2,0,    0,4, 0,  0,0,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23043,1988,1.59000000000000008e+00,41,1,2,1,0,2,5, 4, 0,  0,3, 1,23,  0,1,2, 0,  0,5,2,0,    0,1,70,  0,4,2,0,    0, 2, 0,  0,0,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,160083,     0,     0,26,-1,60, 0
23044,1988,1.06000000000000005e+00,32,1,2,1,0,0,2, 1,31,  0,2, 1,22,  0,3,1,50,  0,3,3,0,    0,1,14,  0,4,1,0,    0, 2, 0,  0,4,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,118000,200000,131000,17,21,30,10
23045,1988,1.06000000000000005e+00,28,1,2,1,0,0,0, 1,22,  0,3, 1,22,  0,3,1,22,  0,2,3,0,    0,1,22,  0,2,3,0,    0, 2, 0,  0,2,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23046,1988,1.06000000000000005e+00,28,1,2,1,7, ,2, 4, 0,  0,3, 5, 0,  0,9,5, 0,  0,9,9,0,    0,5, 0,  0,9,9,0,    0, 4, 0,  0,0,3,5, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
23047,1988,5.30000000000000027e-01,24,1,2,1,0,0,1, 1,60, 93,1, 1,32,  0,1,1,32,  0,4,1,0,    0,1,32,  0,5,1,0,    0, 1,60, 93,8,1,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,160093,     0,     0,98,-1,76, 0
23048,1988,5.30000000000000027e-01,40,1,2,1,0,4,1, 1,70,  0,2, 1,14,  0,1,5, 0,  0,0,9,0,    0,5, 0,  0,0,9,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,114000,500000,     0,16,35,50,30
23049,1988,1.06000000000000005e+00,70,1,2,1,8,4,8, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23050,1988,1.06000000000000005e+00,46,1,1,1,8,4,2, 1,32,  0,1, 1,32,  0,1,1,32,  0,7,1,0,    0,1,32,  0,7,1,0,    0, 1,32,  0,8,1,1,30,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23051,1988,1.59000000000000008e+00,44,1,2,1,0,2,2, 1,22,  0,3, 1,22,  0,3,1,22,  0,7,3,0,    0,1,34,  0,3,2,0,    0, 1,22,  0,3,3,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23052,1988,1.06000000000000005e+00,67,1,2,1,0,2,3, 1,70,  0,2, 1,23,  0,1,1,23,  0,4,1,0,    0,1,23,  0,4,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,170000,     0,     0,98,-1,40, 0
23053,1988,1.06000000000000005e+00,63,1,2,1,0, ,5, 1,18,  0,1, 1,18,  0,1,4, 0,  0,7,3,0,    0,1,18,  0,7,1,0,    0, 1,18,  0,1,1,4, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23054,1988,1.06000000000000005e+00,34,1,1,1,0,0,3, 1,15,  0,1, 1,15,  0,1,1,15,  0,2,1,0,    0,1,15,  0,2,1,0,    0, 1,15,  0,7,1,1,15,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23055,1988,1.06000000000000005e+00,84,1,2,1,0, ,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,4,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23056,1988,1.06000000000000005e+00,32,1,1,1,0,2,2, 4, 0,  0,3, 1,22,  0,3,4, 0,  0,0,3,0,    0,1,22,  0,7,3,0,    0, 1,10,  0,0,1,1,10,   0,   0,   0,   0,   0,   0,   0,   0,   0,160065,     0,     0,15,-1,20, 0
23057,1988,1.06000000000000005e+00,27,1,2,1,0,0,0, 1,22,  0,3, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,2,2,0,    0, 1,22,  0,5,3,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0,122000,     0,     0,25,-1,10, 0
23058,1988,1.06000000000000005e+00,42,1,1,1,0,0,1, 1,22,  0,3, 1,14,  0,1,1,14,  0,2,1,0,    0,1,14,  0,2,1,0,    0, 1,22,  0,2,3,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0,122000,     0,     0,23,-1,10, 0
23059,1988,3.18999999999999995e+00,19,1,2,1,0,0,0, 1,60, 68,1, 1,60, 68,1,4, 0,  0,0,3,0,    0,1,60, 68,2,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23060,1988,1.06000000000000005e+00,75,1,2,1,0,1,4, 2, 0,  0,2, 2, 0,  0,2,4, 0,  0,0,3,0,    0,2, 0,  0,3,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23061,1988,1.06000000000000005e+00,30,1,2,1,0,2,1, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,6,2,1,30,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23062,1988,1.06000000000000005e+00,29,1,1,1,0,0,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,6,2,0,    0, 2, 0,  0,3,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23063,1988,1.59000000000000008e+00,27,1,1,1,0,0,1, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,0,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,138000,200000,     0,26,99,30,99
23064,1988,1.59000000000000008e+00,40,1,1,1,0,0,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,5,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23065,1988,1.06000000000000005e+00,44,1,1,1,0,4,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,8,2,0,    0, 1,30,  0,6,2,1,30,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23066,1988,5.30000000000000027e-01,77,1,2,1,8,4,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23067,1988,1.59000000000000008e+00,50,1,1,1,0,0,4, 1,22,  0,3, 1,22,  0,3,1,30,  0,2,2,0,    0,0, 0,  0, ,0,0,    0, 1,22,  0,7,3,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23068,1988,1.06000000000000005e+00,83,1,1,1,0,1,6, 1,30,  0,2, 1,30,  0,2,1,18,  0,5,1,0,    0,1,18,  0,5,1,0,    0, 1,30,  0,6,2,1,30,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23069,1988,1.06000000000000005e+00,53,1,1,1,0,2,2, 1,35,  0,2, 2, 0,  0,2,1,30,  0,2,2,0,    0,2, 0,  0,2,2,0,    0, 1,35,  0,7,2,1,30,   0,   0,   0,   0,   0,   0,   0,   0,   0,200000,     0,     0,25,-1,16, 0
23070,1988,1.06000000000000005e+00,73,1,2,1,1,4,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,8,2,0,    0,2, 0,  0,8,2,0,    0, 2, 0,  0,8,2,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23071,1988,5.30000000000000027e-01,37,1,2,1,0,4,1, 1,22,  0,3, 1,22,  0,3,1,22,  0,6,3,0,    0,1,22,  0,6,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23072,1988,5.30000000000000027e-01,73,1,2,1,0,1,5, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23073,1988,1.06000000000000005e+00,30,1,2,1,0,1,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,8,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23074,1988,1.06000000000000005e+00,64,1,1,1,8,4,2, 1,32,  0,1, 1,32,  0,1,1,32,  0,7,1,0,    0,1,32,  0,7,1,0,    0, 2, 0,  0,5,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23075,1988,1.59000000000000008e+00,36,1,1,1,0,0,1, 4, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0, 1,34,  0,6,2,1,30,   0,   0,   0,   0,   0,   0,   0,   0,   0,400000,     0,     0,20,-1,76, 0
23076,1988,1.06000000000000005e+00,86,1,2,1,8,0,8, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23077,1988,5.30000000000000027e-01,85,1,2,1,0, ,1, 1,22,  0,3, 1,22,  0,3,1,22,  0,7,3,0,    0,1,22,  0,7,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23078,1988,1.06000000000000005e+00,25,1,2,1,0, ,2, 1,70,  0,2, 1,70,  0,2,0, 0,  0, ,0,0,    0,1,70,  0,2,2,0,    0, 1,70,  0,3,2,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23079,1988,5.30000000000000027e-01,75,1,2,1,0,0,0, 1,15,  0,1, 1,15,  0,1,1,70,  0,0,2,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
23080,1988,1.06000000000000005e+00,76,1,2,1,0, ,1, 1,48,  0,3, 1,48,  0,3,0, 0,  0, ,0,0,    0,1,30,  0,7,2,0,    0, 1,48,  0,6,3,1,48,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
