CASEID,YEAR,COMPWT,SEX,AGE,RACE,BORN,PARBORN,GRANBORN,CHILDS,RELIG,DENOM,OTHER,FUND,RELIG16,DENOM16,OTH16,FUND16,PARELIG,PADEN,PAOTH,PAATTEND,PAFUND,PARELKID,PADENKID,MARELIG,MADEN,MAOTH,MAATTEND,MAFUND,MARELKID,MADENKID,SPREL,SPDEN,SPOTHER,SPATTEND,SPFUND,SPREL16,SPDEN16,KDYRBRN1,KDYRBRN2,KDYRBRN3,KDYRBRN4,KDYRBRN5,KDYRBRN6,KDYRBRN7,KDYRBRN8,KDYRBRN9,ATTENDPA,ATTENDMA,EDUC,PAEDUC,MAEDUC,SEI,PASEI,MASEI,INTRHOME
35296,1998,1.10000000000000009e+00,2,41,2,1,0,0,1, 1,14,  0,1, 1,13,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,15,97, 8,76.4,-1.0,-1.0,0
35297,1998,3.85000000000000009e+00,2,32,1,1,0,0,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,97,12,76.3,-1.0,26.7,0
35298,1998,1.10000000000000009e+00,1,48,1,1,0,0,1, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,1,14000,0, 0,  0, ,0,1,28000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,99,99,20,12, 8,63.2,63.5,-1.0,0
35299,1998,1.64999999999999991e+00,2,20,1,2,0,0,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 4, 8,12,12,12,32.4,-1.0,76.4,0
35300,1998,2.20000000000000018e+00,1,43,3,2,9,4,5,11, 0,  0,9, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 6, 6,16, 6, 6,63.5,86.8,-1.0,0
35301,1998,5.50000000000000044e-01,2,27,3,1,8,4,4, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 6, 6,11, 6, 4,37.9,34.8,29.0,0
35302,1998,5.50000000000000044e-01,2,34,3,1,0, ,7, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 5, 6, 7,98,98,-1.0,28.6,-1.0,0
35303,1998,5.50000000000000044e-01,1,43,3,1,0,0,0, 1,18,  0,1, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0, 9, 0,98,28.4,29.2,-1.0,0
35304,1998,1.10000000000000009e+00,1,28,1,1,2,2,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 3,16,16,16,56.4,92.3,35.4,0
35305,1998,1.64999999999999991e+00,1,42,1,1,0,0,3, 1,14,  0,1, 1,60,999,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,16,15,12,73.6,50.7,-1.0,0
35306,1998,1.10000000000000009e+00,1,72,1,1,0,0,2, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,1,14000,0, 0,  0, ,0,1,14000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 6, 6,14, 6,14,63.5,37.3,71.6,0
35307,1998,1.10000000000000009e+00,1,45,1,2,8,4,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 3, 7,16,97,12,81.0,-1.0,37.7,0
35308,1998,5.50000000000000044e-01,1,79,1,1,0,0,2, 1,22,  0,3, 1,14,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 4, 7,19,97,12,83.2,-1.0,-1.0,0
35309,1998,5.50000000000000044e-01,2,81,1,1,0,3,8, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,16, 8, 6,38.4,38.2,22.5,0
35310,1998,1.10000000000000009e+00,1,65,1,1,0,0,3, 1,14,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,18, 6, 8,46.7,33.2,-1.0,0
35311,1998,5.50000000000000044e-01,2,75,1,1,0,0,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,16,12,73.3,76.4,-1.0,0
35312,1998,5.50000000000000044e-01,2,36,1,1,9,9,0, 1,31,  0,2, 1,70,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,15, 5,12,38.4,50.7,50.7,0
35313,1998,5.50000000000000044e-01,2,48,1,1,0,0,0, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,13,10,65.8,-1.0,46.8,0
35314,1998,5.50000000000000044e-01,2,61,1,1,0,0,2, 1,60, 80,3, 1,22,  0,3,0, 0,  0, ,0,1,28000,0, 0,  0, ,0,1,28000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 4,13, 6, 8,37.7,50.5,-1.0,0
35315,1998,5.50000000000000044e-01,1,59,1,1,0,0,2, 1,22,  0,3, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,16,97, 8,60.6,-1.0,27.5,0
35316,1998,1.10000000000000009e+00,1,73,1,1,0,0,4, 1,14,  0,1, 1,70,  0,2,0, 0,  0, ,0,1,28000,0, 0,  0, ,0,1,99999, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 8,12, 7, 7,82.7,28.6,-1.0,0
35317,1998,5.50000000000000044e-01,1,51,1,1,0,0,3, 3, 0,  0,3, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,15, 9, 5,76.4,45.8,-1.0,0
35318,1998,1.10000000000000009e+00,2,56,1,1,0,0,4, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,12,12,63.2,73.3,38.4,0
35319,1998,5.50000000000000044e-01,1,41,1,1,0,0,0, 1,60, 35,1, 1,60, 35,1,0, 0,  0, ,0,1,99999,0, 0,  0, ,0,1,99999, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 9, 9,14,16,16,50.3,38.9,-1.0,0
35320,1998,5.50000000000000044e-01,2,64,1,1,0,0,3, 1,22,  0,3, 1,28,  0,3,0, 0,  0, ,0,1,28000,0, 0,  0, ,0,1,28000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 7, 7,13,16,16,33.1,63.5,-1.0,0
35321,1998,5.50000000000000044e-01,2,50,1,2,8,4,2,13, 0,  0,9, 1,34,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,16,97, 6,82.7,-1.0,63.5,0
35322,1998,5.50000000000000044e-01,1,31,3,1,8,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 6,99,11,98,98,64.1,35.1,38.9,0
35323,1998,1.10000000000000009e+00,2,25,3,1,1,4,4, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,98, 7, 9,97,97,-1.0,-1.0,-1.0,0
35324,1998,1.10000000000000009e+00,1,27,1,2,8,3,8, 1,18,  0,1, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 3, 3,12, 0,97,25.8,26.5,-1.0,0
35325,1998,1.10000000000000009e+00,2,50,1,1,0,0,4, 1,40,  0,2, 1,22,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,16,16,16,60.6,64.1,50.7,0
35326,1998,5.50000000000000044e-01,2,81,1,1,0,0,8, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,98,98,-1.0,86.5,-1.0,0
35327,1998,1.10000000000000009e+00,1,50,1,1,0,0,5, 1,41,  0,3, 1,22,  0,3,0, 0,  0, ,0,9,    0,0, 0,  0, ,0,9,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 4, 7,16,97,13,53.7,-1.0,-1.0,0
35328,1998,1.64999999999999991e+00,2,19,1,1,0,0,0, 1,40,  0,2, 1,40,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,11,17,16,38.9,92.3,-1.0,0
35329,1998,5.50000000000000044e-01,2,71,1,1,0,0,3, 1,60, 49,2, 1,60, 44,2,0, 0,  0, ,0,1,60044,0, 0,  0, ,0,1,60044, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 2, 8,18, 8,14,78.5,64.2,78.5,0
35330,1998,1.10000000000000009e+00,2,56,1,1,0,0,2, 1,22,  0,3, 1,50,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,17,16,98,82.7,39.5,-1.0,0
35331,1998,5.50000000000000044e-01,1,57,1,1,0,0,3, 1,60, 40,3, 1,60, 40,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,16,10,98,87.9,34.3,32.4,0
35332,1998,5.50000000000000044e-01,2,45,1,1,0,0,0, 1,60, 35,1, 1,60, 35,1,0, 0,  0, ,0,7,    0,0, 0,  0, ,0,1,28000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 9,16,97,12,92.3,-1.0,63.5,0
35333,1998,5.50000000000000044e-01,2,56,1,1,0, ,0, 1,14,  0,1, 1,60, 98,9,0, 0,  0, ,0,1,70000,0, 0,  0, ,0,1,70000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 4, 4,16,14,12,36.5,63.2,36.5,0
35334,1998,5.50000000000000044e-01,1,25,1,1,0,0,0, 1,14,  0,1, 1,60, 65,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,16,16,13,76.4,38.9,38.4,0
35335,1998,1.10000000000000009e+00,1,38,1,1,0,0,1, 4, 0,  0,3, 1,13,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 3, 7,14,16,16,28.4,64.1,78.5,0
35336,1998,1.10000000000000009e+00,1,30,3,2,8,4,0, 1,60, 36,1, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,16,16,16,65.8,76.4,78.5,0
35337,1998,5.50000000000000044e-01,1,24,2,1,0,0,1,11, 0,  0,9,11, 0,  0,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,13,97,12,38.4,-1.0,36.5,0
35338,1998,1.64999999999999991e+00,2,41,1,1,0,0,0,99,99,999,9,99,99,999,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,12,12,33.1,49.4,35.4,0
35339,1998,5.50000000000000044e-01,1,28,1,1,0,2,2, 4, 0,  0,3, 1,60, 35,1,0, 0,  0, ,0,1,60031,0, 0,  0, ,0,1,60031, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,13,97,99,38.1,-1.0,-1.0,0
35340,1998,1.10000000000000009e+00,1,60,1,1,0,0,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,20, 8,13,62.5,37.3,-1.0,0
35341,1998,5.50000000000000044e-01,2,47,1,1,0,4,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 9,14,14, 8,66.3,44.7,-1.0,0
35342,1998,5.50000000000000044e-01,1,35,1,2,8,4,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,3,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 4, 6,14, 0, 6,37.3,39.4,-1.0,0
35343,1998,5.50000000000000044e-01,2,37,1,1,2,2,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,16,14,12,64.2,-1.0,-1.0,0
35344,1998,5.50000000000000044e-01,2,81,1,1,0,0,5, 1,60, 36,1, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0, 6, 6, 6,29.0,20.1,-1.0,0
35345,1998,1.64999999999999991e+00,2,38,1,1,0,0,0, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,19,17,15,92.3,63.5,-1.0,0
35346,1998,5.50000000000000044e-01,2,47,2,1,0,0,3, 1,15,  0,1, 1,15,  0,1,0, 0,  0, ,0,9,    0,0, 0,  0, ,0,9,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,99,99,11, 7, 3,33.1,28.4,22.5,0
35347,1998,5.50000000000000044e-01,2,76,2,1,0,0,8, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,11,97,98,22.5,-1.0,37.3,0
35348,1998,5.50000000000000044e-01,2,86,2,1,0, ,0, 1,15,  0,1, 1,15,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0, 7,97,11,22.5,-1.0,25.4,0
35349,1998,5.50000000000000044e-01,2,73,2,1,0,0,5, 4, 0,  0,3, 1,20,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,11, 8, 8,29.3,26.7,-1.0,0
35350,1998,5.50000000000000044e-01,2,69,2,1,0,0,4, 1,15,  0,1, 1,15,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 7, 7,11,98,12,-1.0,29.2,22.5,0
35351,1998,1.10000000000000009e+00,2,50,3,1,0,0,2, 2, 0,  0,2, 1,11,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0, 6,97,12,29.3,-1.0,43.7,0
35352,1998,5.50000000000000044e-01,2,29,2,1,0,0,2, 4, 0,  0,3, 1,15,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,97,10,62.5,-1.0,29.2,0
35353,1998,5.50000000000000044e-01,1,32,2,1,0,0,2,13, 0,  0,9, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 6, 7,14,14,14,37.8,29.2,73.2,0
35354,1998,5.50000000000000044e-01,2,74,2,1,0,0,1, 1,60, 58,1, 1,20,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12, 8, 8,43.7,28.0,-1.0,0
35355,1998,1.10000000000000009e+00,2,34,2,1,0,0,2,99,99,999,9,99,99,999,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,12,12,42.3,38.7,68.1,0
35356,1998,1.64999999999999991e+00,2,48,2,1,0,0,3, 1,13,  0,1, 1,13,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,20, 8,10,78.5,38.2,29.0,0
35357,1998,1.10000000000000009e+00,2,52,2,1,0,0,3, 1,13,  0,1, 1,13,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,16, 1,10,55.1,37.3,29.3,0
35358,1998,5.50000000000000044e-01,2,51,2,1,0,0,0, 1,11,  0,2, 1,11,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14, 6, 5,37.7,28.2,22.5,0
35359,1998,1.10000000000000009e+00,2,25,2,1,0,0,2, 1,60, 68,1, 1,15,  0,1,0, 0,  0, ,0,8,    0,0, 0,  0, ,0,1,60052, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 9, 9,14,14,12,31.4,26.7,-1.0,0
35360,1998,5.50000000000000044e-01,1,64,1,1,0, ,2, 1,34,  0,2, 1,34,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12, 8, 9,86.0,42.2,-1.0,0
35361,1998,5.50000000000000044e-01,2,44,1,1,0,8,3, 4, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,16,12,50.7,86.6,22.5,0
35362,1998,1.10000000000000009e+00,1,49,1,1,0,2,3, 1,60, 81,3, 1,60, 81,3,0, 0,  0, ,0,1,60081,0, 0,  0, ,0,1,60081, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 4, 4,12, 8,12,48.5,43.2,50.7,0
35363,1998,1.10000000000000009e+00,2,82,1,1,0,8,8, 1,32,  0,1, 1,32,  0,1,0, 0,  0, ,0,1,28000,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 2, 8, 6, 8,38.4,25.8,-1.0,0
35364,1998,1.10000000000000009e+00,1,34,1,1,0,8,2, 1,34,  0,2, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,97,97,49.4,-1.0,-1.0,0
35365,1998,1.10000000000000009e+00,1,79,1,1,0, ,5, 2, 0,  0,2, 1,35,  0,2,0, 0,  0, ,0,1,99999,0, 0,  0, ,0,1,99999, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 7, 7,13, 8,11,38.4,35.7,69.7,0
35366,1998,1.10000000000000009e+00,2,46,1,1,0,3,6, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,97,12,32.0,-1.0,26.7,0
35367,1998,1.10000000000000009e+00,2,44,1,1,0,0,2, 4, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,12, 8, 8,26.5,33.1,-1.0,0
