CASEID,YEAR,COMPWT,SEX,AGE,RACE,RELIG,DENOM,OTHER,FUND,RELIG16,DENOM16,OTH16,FUND16,PARELIG,PADEN,PAOTH,PAATTEND,PAFUND,PARELKID,PADENKID,MARELIG,MADEN,MAOTH,MAATTEND,MAFUND,MARELKID,MADENKID,SPREL,SPDEN,SPOTHER,SPATTEND,SPFUND,SPREL16,SPDEN16,ATTENDPA,ATTENDMA,EDUC,PAEDUC,MAEDUC,SEI,INCOME,RINCOME,PASEI,MASEI,INTRHOME,WWWHR
49162,2006,2.85999999999999988e+00,2,51,1, 1,14,  0,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 9,97,97,60.6,12, 0,-1.0,-1.0,0, -1
49163,2006,1.90999999999999992e+00,1,22,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,12,37.3,12, 0,-1.0,57.1,1, 10
49164,2006,4.29999999999999993e-01,1,29,2,11,98,  0,9, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,97,65.8,11, 9,-1.0,-1.0,0, -1
49165,2006,1.90999999999999992e+00,1,30,1, 1,70,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,15,97,97,83.7,12,12,-1.0,-1.0,0, -1
49166,2006,9.49999999999999956e-01,2,41,2,11,70,  0,2, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 6,97,99,26.4, 9, 0,-1.0,-1.0,2, -1
49167,2006,1.29000000000000004e+00,2,69,1, 1,60, 35,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,97,47.0,12,12,-1.0,-1.0,0, -1
49168,2006,8.59999999999999987e-01,2,61,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0,16,97, 8,76.4,12,11,-1.0,29.3,1,  2
49169,2006,1.90999999999999992e+00,2,39,2, 1,70,  0,2, 1,20,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,70,  0, ,2,0, 0, 0, 0,12,97,16,63.5,12,11,-1.0,78.5,1, 25
49170,2006,8.59999999999999987e-01,1,23,2, 9, 0,  0,9, 9, 0,  0,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,16,12,33.6, 2, 2,63.5,-1.0,0, -1
49171,2006,1.90999999999999992e+00,2,49,1, 1,70,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,97,97,35.4,12,10,-1.0,-1.0,0, -1
49172,2006,1.29000000000000004e+00,2,53,1, 1,60, 35,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,97,65.8,12,12,-1.0,-1.0,0, -1
49173,2006,8.59999999999999987e-01,1,99,2, 1,13,  0,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,20,97,97,85.1,12,12,-1.0,-1.0,0, -1
49174,2006,8.59999999999999987e-01,2,37,2, 1,70,  0,2, 9, 0,  0,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,70,  0, ,2,0, 0, 0, 0,12,12, 6,26.4,12,12,44.7,50.7,1, -1
49175,2006,9.49999999999999956e-01,1,25,2, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,12,14,63.5,11,11,-1.0,54.2,1,  2
49176,2006,4.29999999999999993e-01,2,28,2, 1,60, 93,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,97,97,29.3,11, 0,-1.0,-1.0,0, -1
49177,2006,4.29999999999999993e-01,2,64,1, 1,14,  0,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,97,97,73.3,10, 0,-1.0,-1.0,0, -1
49178,2006,8.59999999999999987e-01,1,41,1, 1,14,  0,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,11,97,97,28.4,11,11,-1.0,-1.0,0, -1
49179,2006,4.29999999999999993e-01,2,57,1, 1,18,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,12, 6,29.4,12,12,-1.0,-1.0,0,  3
49180,2006,8.59999999999999987e-01,2,68,1, 1,22,  0,3, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 5,97,97,32.4,11, 0,-1.0,-1.0,0, -1
49181,2006,8.59999999999999987e-01,1,71,2, 1,60, 93,1, 1,60, 93,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,60, 93, ,1,0, 0, 0, 0,11, 3, 8,29.2, 9, 0,37.3,-1.0,2, -1
49182,2006,9.49999999999999956e-01,2,58,1, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12, 6, 6,33.6,11,11,37.3,-1.0,0, -1
49183,2006,2.14999999999999991e+00,1,35,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 6, 6, 6,31.3, 2, 2,37.3,-1.0,0,999
49184,2006,8.59999999999999987e-01,2,46,1, 1,60, 16,1, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,11, 8,78.5,12,12,-1.0,22.9,1,  1
49185,2006,1.29000000000000004e+00,1,43,1, 1,14,  0,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,10,97,97,49.9,11,10,-1.0,-1.0,0, -1
49186,2006,4.29999999999999993e-01,2,72,1, 1,60, 35,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,97,37.3,12,12,-1.0,-1.0,0, -1
49187,2006,8.59999999999999987e-01,2,54,1, 2, 0,  0,2, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,18,  0, ,1,0, 0, 0, 0,13,12,12,53.3,13,13,86.6,-1.0,1,  8
49188,2006,1.90999999999999992e+00,2,63,1, 1,22,  0,3, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,14,  0, ,1,0, 0, 0, 0,11, 8, 8,26.4,13, 0,37.3,-1.0,1, -1
49189,2006,8.59999999999999987e-01,1,53,1, 1,15,  0,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,97,86.5,12,12,-1.0,-1.0,0, -1
49190,2006,8.59999999999999987e-01,2,52,1, 1,70,  0,2, 1,22,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,70,  0, ,2,0, 0, 0, 0,16, 3,10,76.4,13,13,31.5,26.7,1,  4
49191,2006,4.29999999999999993e-01,1,71,2, 1,60, 68,1, 1,60, 68,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 9,98,98,-1.0,13,99,37.3,-1.0,2, -1
49192,2006,8.59999999999999987e-01,2,48,1, 1,14,  0,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,10,97,97,27.7,12,12,-1.0,-1.0,0, -1
49193,2006,4.29999999999999993e-01,1,39,1, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,10, 5, 9,26.7,12,12,32.3,29.4,0, -1
49194,2006,8.59999999999999987e-01,2,70,1, 1,70,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,70,  0, ,2,0, 0, 0, 0,11,12,11,50.7,12, 0,-1.0,-1.0,0,  4
49195,2006,1.90999999999999992e+00,2,38,1, 1,22,  0,3, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,22,  0, ,3,0, 0, 0, 0,16,13,12,73.9,12,10,62.2,33.1,0,  2
49196,2006,1.29000000000000004e+00,2,39,1, 1,14,  0,1, 1,60, 93,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,14,  0, ,1,0, 0, 0, 0,11,97,99,80.3,12, 0,-1.0,-1.0,1, 15
49197,2006,9.49999999999999956e-01,2,35,1, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97, 9,48.5, 9, 9,-1.0,32.4,2, -1
49198,2006,8.59999999999999987e-01,2,77,1, 1,14,  0,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,97,97,68.1,12, 0,-1.0,-1.0,0, -1
49199,2006,8.59999999999999987e-01,1,38,1, 1,70,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,70,  0, ,2,0, 0, 0, 0,12,15,13,48.5,12,12,50.7,33.1,1, 10
49200,2006,8.59999999999999987e-01,2,38,1, 1,18,  0,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,97,97,59.9,12,12,-1.0,-1.0,0, -1
49201,2006,1.90999999999999992e+00,1,45,1, 4, 0,  0,3, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,97,32.3,12,12,-1.0,-1.0,0, -1
49202,2006,8.59999999999999987e-01,1,57,1, 1,14,  0,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,97,38.2,13,13,-1.0,-1.0,0, -1
49203,2006,8.59999999999999987e-01,2,32,1, 1,60, 64,1, 1,60, 64,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,60, 64, ,1,0, 0, 0, 0,14,16,12,36.5,12, 0,49.3,27.5,0,  2
49204,2006,8.59999999999999987e-01,1,32,1,11,70,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 9,97,97,30.0,11, 0,-1.0,-1.0,0, -1
49205,2006,4.29999999999999993e-01,1,55,1, 1,18,  0,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,97,-1.0,10, 0,-1.0,-1.0,0, -1
49206,2006,2.85999999999999988e+00,2,36,1, 1,14,  0,1, 1,60, 36,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0,12,97, 8,65.2,12,12,-1.0,22.5,1, 10
49207,2006,8.59999999999999987e-01,1,59,1, 4, 0,  0,3, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,17,97,97,78.5,12,12,-1.0,-1.0,0, -1
49208,2006,8.59999999999999987e-01,1,75,1, 1,60, 31,2, 1,60, 31,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 4, 0,  0, ,3,0, 0, 0, 0,13,98, 5,-1.0,13,12,63.5,-1.0,0, -1
49209,2006,4.29999999999999993e-01,1,75,1, 2, 0,  0,2, 1,48,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,18,12,16,69.2,12, 0,65.8,-1.0,1,  4
49210,2006,1.29000000000000004e+00,1,47,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0,12,97,97,37.7,13,13,-1.0,-1.0,0,999
49211,2006,4.29999999999999993e-01,2,61,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 9,98,98,32.4, 9, 2,49.6,-1.0,2, -1
49212,2006,1.90999999999999992e+00,1,54,3, 1,18,  0,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,97,58.8,13,13,-1.0,-1.0,0, -1
49213,2006,1.90999999999999992e+00,1,35,3, 4, 0,  0,3, 1,60, 31,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,20,15,63.5,98, 0,97.2,73.2,1,  8
49214,2006,4.29999999999999993e-01,2,30,3, 4, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,11, 2, 8,-1.0, 2, 0,26.5,22.5,0,999
49215,2006,4.29999999999999993e-01,2,33,3,11,70,  0,2, 1,60, 31,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 9,14, 7,38.9, 3, 0,50.7,17.1,0,999
49216,2006,2.85999999999999988e+00,1,23,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,15,19,19,43.4,12, 0,85.1,78.5,1, 10
49217,2006,4.29999999999999993e-01,2,46,3,11,70,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 6,97,97,-1.0, 9, 0,-1.0,-1.0,0, -1
49218,2006,8.59999999999999987e-01,2,49,3, 2, 0,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,97,97,27.5,12, 9,-1.0,-1.0,0, -1
49219,2006,1.90999999999999992e+00,2,35,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0,16, 6, 6,78.5,12,12,26.5,26.5,0,999
49220,2006,1.90999999999999992e+00,1,47,3, 2, 0,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,97,97,78.5,98,98,-1.0,-1.0,0, -1
49221,2006,8.59999999999999987e-01,1,71,3, 4, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 4, 0,  0, ,3,0, 0, 0, 0,20,15,10,87.0,12,12,-1.0,-1.0,1, 10
49222,2006,1.90999999999999992e+00,1,35,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0, 9, 4, 6,26.7,98,98,29.0,-1.0,0,999
49223,2006,1.90999999999999992e+00,2,48,3, 2, 0,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,97,65.8,12,12,-1.0,-1.0,0, -1
49224,2006,8.59999999999999987e-01,2,52,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 9, 6, 9,25.5, 8, 8,29.8,-1.0,0,999
49225,2006,8.59999999999999987e-01,1,20,1, 1,60, 64,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,97,97,-1.0,13,13,-1.0,-1.0,0, -1
49226,2006,8.59999999999999987e-01,2,34,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0,12,97, 9,32.0, 5, 0,-1.0,28.4,0,999
49227,2006,8.59999999999999987e-01,2,49,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0,13, 6, 8,33.1, 4, 4,28.4,33.1,0,999
49228,2006,8.59999999999999987e-01,1,33,3, 4, 0,  0,3, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,11,97,97,28.6, 1, 1,-1.0,-1.0,0, -1
49229,2006,1.90999999999999992e+00,2,70,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0,14,12, 6,-1.0,12,99,26.5,-1.0,0,999
49230,2006,8.59999999999999987e-01,2,43,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0,13,97,13,68.1,12,12,-1.0,22.5,0,  2
49231,2006,1.29000000000000004e+00,2,71,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0,13, 3, 5,53.7,98, 0,36.5,-1.0,1, -1
49232,2006,1.71999999999999997e+00,1,19,3, 1,60, 68,1, 1,60, 68,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,18,97,-1.0,98, 0,85.1,-1.0,2,  2
49233,2006,8.59999999999999987e-01,1,36,3, 2, 0,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,20,97,97,87.0,12,12,-1.0,-1.0,0, -1
49234,2006,8.59999999999999987e-01,1,41,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12, 7, 7,39.4,11,11,32.3,22.7,0,999
49235,2006,4.29999999999999993e-01,1,43,1, 1,40,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,20,97,97,80.9,12,12,-1.0,-1.0,0, -1
49236,2006,8.59999999999999987e-01,1,30,1, 3, 0,  0,3, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,97,97,33.6,12,12,-1.0,-1.0,0, -1
49237,2006,1.29000000000000004e+00,1,64,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0,14,97, 6,80.0,98, 0,-1.0,17.1,0,999
49238,2006,8.59999999999999987e-01,2,40,3, 1,60, 31,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 9,97,97,31.4,13,13,-1.0,-1.0,0, -1
49239,2006,8.59999999999999987e-01,2,49,3, 2, 0,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,10,97,97,37.7, 9,98,-1.0,-1.0,0, -1
49240,2006,8.59999999999999987e-01,1,58,3,11,70,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,97,45.7, 9, 0,-1.0,-1.0,0, -1
49241,2006,4.29999999999999993e-01,1,39,3, 2, 0,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,97,97,39.0, 9, 8,-1.0,-1.0,0, -1
49242,2006,1.71999999999999997e+00,1,31,3, 1,60, 68,1, 1,60, 68,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 8,97, 0,49.9, 9, 9,-1.0,22.5,2, -1
49243,2006,4.29999999999999993e-01,2,32,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,15, 9, 8,39.0,10,10,28.6,53.3,0, -1
49244,2006,4.29999999999999993e-01,1,19,3, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 0, 0, 3,31.4, 6, 6,26.5,-1.0,0,999
49245,2006,1.71999999999999997e+00,1,47,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0, 6, 4, 4,31.4,12,12,37.3,-1.0,0,999
49246,2006,8.59999999999999987e-01,1,37,3, 2, 0,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,97,42.2,12,12,-1.0,-1.0,0, -1
49247,2006,8.59999999999999987e-01,1,32,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0,11, 6, 6,35.4,12,11,26.5,-1.0,0,999
49248,2006,8.59999999999999987e-01,2,20,3, 1,60, 68,1, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,97,50.5, 2, 2,-1.0,-1.0,0, -1
49249,2006,4.29999999999999993e-01,2,51,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,11,97,11,25.5, 7, 0,-1.0,-1.0,0,999
49250,2006,1.90999999999999992e+00,2,29,3, 2, 0,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,97,97,36.5,13,13,-1.0,-1.0,0, -1
49251,2006,1.29000000000000004e+00,1,53,3, 2, 0,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,97,27.5,13,13,-1.0,-1.0,0, -1
49252,2006,1.29000000000000004e+00,1,52,3, 2, 0,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 9,97,97,48.6,11,11,-1.0,-1.0,0, -1
49253,2006,1.90999999999999992e+00,2,38,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0,12, 4, 0,38.9,98, 0,39.4,22.5,0,999
49254,2006,8.59999999999999987e-01,1,41,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0, 9, 0, 2,29.2, 9, 9,26.5,22.5,0,999
49255,2006,8.59999999999999987e-01,1,28,3, 4, 0,  0,3, 1,70,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,70,  0, ,2,0, 0, 0, 0, 9,98, 0,26.7,10, 9,32.3,29.2,0,999
49256,2006,1.29000000000000004e+00,1,37,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0,17,12,16,48.5,98,98,84.7,56.6,0,999
49257,2006,4.29999999999999993e-01,2,45,3, 2, 0,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,97,27.5,10, 0,-1.0,-1.0,0, -1
49258,2006,4.29999999999999993e-01,2,42,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,98,98,32.4, 4, 4,31.5,26.5,0, -1
49259,2006,8.59999999999999987e-01,2,34,3, 1,60, 68,1, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,60, 31, ,2,0, 0, 0, 0, 2,99,97,22.5, 6, 0,39.0,-1.0,0,999
49260,2006,8.59999999999999987e-01,2,39,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0,16,99,99,78.5,12,12,-1.0,-1.0,2,998
49261,2006,8.59999999999999987e-01,1,33,3, 2, 0,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 8,97,97,32.3,98,98,-1.0,-1.0,0, -1
49262,2006,1.29000000000000004e+00,2,42,3, 1,60, 31,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 9,97,97,-1.0, 9, 0,-1.0,-1.0,0, -1
49263,2006,4.29999999999999993e-01,2,33,3, 2, 0,  0,2, 0, 0,  0,0,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 9,97,97,-1.0,98, 0,-1.0,-1.0,0, -1
49264,2006,8.59999999999999987e-01,2,55,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0, 0, 0, 0, 0, 0,17.1,98, 0,37.3,29.2,0,999
